id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
11371,Ben Carson,1,yes,1,Neutral,1,None of the above,1,,bg2000,,0,,,"#gopdebates Carson, that is what W Bush Did!",,8/6/15 19:38,6.29482E+17,Minneapolis,Central Time (US & Canada)
11372,Ted Cruz,1,yes,1,Negative,0.3491,None of the above,1,,mskimrose,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates",,8/6/15 19:38,6.29482E+17,Texas,
11374,Donald Trump,0.4299,yes,0.6557,Neutral,0.3334,None of the above,0.4299,,GTHOMSE,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:38,6.29482E+17,,Pacific Time (US & Canada)
11378,No candidate mentioned,0.4376,yes,0.6615,Negative,0.6615,None of the above,0.4376,,bugsboom,,0,,,Jesus! Who was letting out that banshee scream?! #GOPDebate #GOPDebates,,8/6/15 19:38,6.29482E+17,"Richmond area, VA",Eastern Time (US & Canada)
11379,Ted Cruz,0.4196,yes,0.6477,Neutral,0.6477,None of the above,0.4196,,Al_Gorelioni,,1,,,"Did Ted Cruz disappear from #GOPDebates ?
@FoxNews 
#tcot",,8/6/15 19:38,6.29482E+17,California,Central Time (US & Canada)
11381,Donald Trump,1,yes,1,Negative,1,None of the above,1,,AngelDevil1166,,5,,,"RT @SupermanHotMale: Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates",,8/6/15 19:38,6.29482E+17,PlanetTruth,Central Time (US & Canada)
11382,No candidate mentioned,0.4265,yes,0.6531,Neutral,0.6531,None of the above,0.4265,,urielalessandro,,16,,,RT @rossramsey: Twitter is the transcript of all of us talking to our TV setsâ€_ #gopdebates https://t.co/px9hHatLd8,,8/6/15 19:37,6.29482E+17,"Boerne, Texas ",Central Time (US & Canada)
11383,Donald Trump,1,yes,1,Negative,0.6667,None of the above,1,,GINGER_CONSULT,,0,,,Ask Trump Question you get: SQUIRREL! #GOPDebates,,8/6/15 19:37,6.29482E+17,Maryland ,Eastern Time (US & Canada)
11384,Donald Trump,1,yes,1,Neutral,0.6417,None of the above,1,,Jill_Castellano,,0,,,.@nickconfessore is right. There are 2 #GOPDebates: the boring one &amp; one where Trump pretends he's still on the apprentice &amp; runs the show,,8/6/15 19:37,6.29482E+17,New York,Atlantic Time (Canada)
11385,No candidate mentioned,0.4656,yes,0.6824,Negative,0.3647,None of the above,0.4656,,EVANLKATZ,,1,,,RT @mette_mariek: Here's a dog that looks like a panda. #GOPdebates http://t.co/x3qV5dhkVp,,8/6/15 19:37,6.29482E+17,Los Angeles,Pacific Time (US & Canada)
11386,Donald Trump,1,yes,1,Negative,1,None of the above,1,,Samantha1438,,0,,,Trump is such an ass #GOPDebates,,8/6/15 19:37,6.29482E+17,,Central Time (US & Canada)
11388,Donald Trump,1,yes,1,Negative,0.6553,None of the above,1,,ZanP,,0,,,#GOPDebates ENOUGH TRUMP MORE @tedcruz @FoxNews #cruzcontrol2016,,8/6/15 19:37,6.29482E+17, Constitutional Republic ,Central Time (US & Canada)
11389,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6484,,eiwcakeff,,0,,,too ba that flies right over their heads #GOPDebates https://t.co/Pd8GDmcl3e,,8/6/15 19:37,6.29482E+17,,Eastern Time (US & Canada)
11390,Chris Christie,1,yes,1,Negative,1,None of the above,1,,LeslieDye4,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:37,6.29482E+17,Ohio,Eastern Time (US & Canada)
11394,Donald Trump,1,yes,1,Negative,1,None of the above,1,,SupermanHotMale,,5,,,"Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates",,8/6/15 19:37,6.29482E+17,"Cocoa Beach, Florida",Eastern Time (US & Canada)
11395,Donald Trump,1,yes,1,Positive,0.6494,None of the above,0.6619,,wirauba,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:37,6.29482E+17,"Westshester Cty, NY, USA",Eastern Time (US & Canada)
11396,Donald Trump,1,yes,1,Neutral,0.6526,None of the above,1,,SMolloyDVM,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:37,6.29482E+17, Landof10kLibsâœŸMatt24âœŸJn14:6âœŸ,
11397,Ted Cruz,1,yes,1,Neutral,0.7079,None of the above,0.7079,,Accolaidia,,0,,,@ericbolling I'm noticing that as well! Talk to Cruz!!! #gopdebate #gopdebates #tedcruz,,8/6/15 19:37,6.29482E+17,,
11398,No candidate mentioned,0.4561,yes,0.6754,Negative,0.3396,None of the above,0.4561,,emberlivi,,1,,,Now America understands why DC has brunches with bottomless mimosas #GOPDebates,,8/6/15 19:37,6.29482E+17,,Eastern Time (US & Canada)
11400,Donald Trump,1,yes,1,Positive,0.3478,None of the above,1,,Lattisaw,,0,,,"Watching the #GOPdebates Interesting so far! Must say though I disagree with Trump on many issues, he is the most entertaining of the bunch.",,8/6/15 19:37,6.29482E+17,305/202/212 MIA*DC*NYC ,Eastern Time (US & Canada)
11402,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,kagonz1,,1,,,RT @ccabrera83: Jeb Bush just lied. And poorly. #GOPDebates #FoxDebate,,8/6/15 19:37,6.29481E+17,,
11403,Donald Trump,0.4444,yes,0.6667,Positive,0.3448,None of the above,0.4444,,freestyldesign,,0,,,Trump can't say when he became Conservative because HES NOT #tcot #ccot #GOPDebate #TrojanHorseTrump #GOPDebates #FoxDebate,,8/6/15 19:37,6.29481E+17,Seattle WA USA,Pacific Time (US & Canada)
11405,Ted Cruz,1,yes,1,Negative,0.6559,None of the above,0.6882,,JimmyLark39,,0,,,Are you going to let @tedcruz speak again? #GOPDebates,,8/6/15 19:37,6.29481E+17,,
11406,Donald Trump,0.4444,yes,0.6667,Neutral,0.6667,None of the above,0.4444,,Gerad161Torres,,278,,,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,,8/6/15 19:37,6.29481E+17,L.A 18th,
11409,No candidate mentioned,1,yes,1,Neutral,0.6737,None of the above,1,,billmefford,,0,,,"Seems appropriate to share my latest blog post tonight ""My Prayer for Conservatives (and Liberals!) #GOPDebates http://t.co/e00x4q7btV",,8/6/15 19:37,6.29481E+17,Washington DC,
11410,Donald Trump,0.4545,yes,0.6742,Positive,0.6742,None of the above,0.4545,,Roxinmyhead,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:37,6.29481E+17,Philly ,Eastern Time (US & Canada)
11411,No candidate mentioned,0.3869,yes,0.622,Neutral,0.622,None of the above,0.3869,,JFuzion,,0,,,The fact they're playing the #StraightOuttaCompton trailer during the #GOPDebates ..._Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #KnowYourAudience,,8/6/15 19:37,6.29481E+17,United States,Pacific Time (US & Canada)
11412,Donald Trump,1,yes,1,Negative,1,None of the above,1,,Jessi_AsKew,,0,,,Trump you're avoiding the question #GOPDebates,,8/6/15 19:37,6.29481E+17,"Greensboro, NC",Eastern Time (US & Canada)
11415,Scott Walker,1,yes,1,Negative,1,None of the above,1,,luckyputz,,7,,,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiunâ€_,,8/6/15 19:37,6.29481E+17,Wisconsin,Central Time (US & Canada)
11416,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Therealdealer1,,3,,,RT @DanMoore755: Am I the only one who doesn't trust @RandPaul #RandPaul #GOP2016 #GOPDebate #GOPDebates #USA #Merica,,8/6/15 19:37,6.29481E+17,,
11417,Donald Trump,1,yes,1,Neutral,0.6782,None of the above,1,,DoubleDipChip,,0,,,LOL since when is not being nice a no no to Trump? #GOPDebates,,8/6/15 19:37,6.29481E+17,,
11419,No candidate mentioned,1,yes,1,Negative,0.6397,None of the above,0.67,,Dr_DrewZC,,0,,,@keithboykin @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,,8/6/15 19:37,6.29481E+17,,Eastern Time (US & Canada)
11421,No candidate mentioned,1,yes,1,Negative,0.6739,None of the above,1,,ProfessorRobo,,0,,,- No longer any true #conservatives in politics; or Kennedy #democrats for that matter #GOPDebate #GOPDebates @KayEm60,,8/6/15 19:37,6.29481E+17,Las Vegas,Pacific Time (US & Canada)
11424,Rand Paul,1,yes,1,Negative,1,None of the above,1,,GrimLethal,,3,,,RT @DanMoore755: Am I the only one who doesn't trust @RandPaul #RandPaul #GOP2016 #GOPDebate #GOPDebates #USA #Merica,,8/6/15 19:37,6.29481E+17,We're Everywhere,
11427,John Kasich,1,yes,1,Positive,0.6638,None of the above,1,,rcigale,,0,,,Never thought Kasich would be the sanest guy in the room.  #ClownCarClusterFuck #GOPDebates,,8/6/15 19:37,6.29481E+17,"Milwaukee, WI",Central Time (US & Canada)
11432,Donald Trump,1,yes,1,Neutral,0.6537,None of the above,1,,jmac999,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:37,6.29481E+17,Florida,Eastern Time (US & Canada)
11434,No candidate mentioned,1,yes,1,Neutral,0.6552,None of the above,1,,Ceejness,,0,,,Hey guys! What's everyone watching on TV? #Anaconda3 &gt; #GOPDebates,,8/6/15 19:37,6.29481E+17,"Delray Beach, FL",Eastern Time (US & Canada)
11435,Rand Paul,1,yes,1,Negative,1,None of the above,1,,ChurchmanDan,,3,,,RT @DanMoore755: Am I the only one who doesn't trust @RandPaul #RandPaul #GOP2016 #GOPDebate #GOPDebates #USA #Merica,,8/6/15 19:37,6.29481E+17,Atl/Gville-GA-ALLDAY,
11437,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,shanestangel,,4,,,RT @secretcabdriver: Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,,8/6/15 19:37,6.29481E+17,CT,Eastern Time (US & Canada)
11438,Ted Cruz,1,yes,1,Neutral,1,None of the above,1,,Maize_AndBlue,,1,,,RT @genethelawyer: Did Ted Cruz leave? #GOPDebates,,8/6/15 19:37,6.29481E+17,"Nashville, TN",Central Time (US & Canada)
11441,No candidate mentioned,1,yes,1,Neutral,0.6783,None of the above,0.6783,,blurbette,,5,,,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,,8/6/15 19:36,6.29481E+17,St. Elsewhere,Central Time (US & Canada)
11443,Donald Trump,1,yes,1,Positive,1,None of the above,1,,sandyintn,,0,,,Trump was the only one saying things we thought. Being NOT politically correct makes you a target. #GOPDebates  https://t.co/NQWL659HZE,,8/6/15 19:36,6.29481E+17,southern USofA,Eastern Time (US & Canada)
11445,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,JimmyLakey,,1,,,RT @libertywwnf: This debate? I know nothing more and probably less about these candidates now than I did this morning :-( #GOPDebates,,8/6/15 19:36,6.29481E+17,Colorado,Mountain Time (US & Canada)
11446,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,Obama_Biden_13,,0,,,@JebBush  is out #GOPDebates,,8/6/15 19:36,6.29481E+17,,
11447,Ben Carson,1,yes,1,Positive,0.6932,None of the above,1,,juliejhess,,1,,,RT @tonibirdsong: I like @RealBenCarson a lot too but wish he had more air time to express his views. #GOPdebates _Ÿ‡º_Ÿ‡¸,,8/6/15 19:36,6.29481E+17,,Eastern Time (US & Canada)
11449,Donald Trump,0.435,yes,0.6596,Neutral,0.6596,None of the above,0.435,,DeeGarciaRadio,,0,,,View from our window as we watch the #GOPdebates #trump #donaldtrump who stands out to you? https://t.co/e4r4FX4jqE,,8/6/15 19:36,6.29481E+17,*phoenix*,Central Time (US & Canada)
11450,No candidate mentioned,0.3627,yes,0.6023,Negative,0.3068,None of the above,0.3627,,kuya_joshua,,16,,,RT @rossramsey: Twitter is the transcript of all of us talking to our TV setsâ€_ #gopdebates https://t.co/px9hHatLd8,,8/6/15 19:36,6.29481E+17,Dallas,Central Time (US & Canada)
11451,Ted Cruz,1,yes,1,Neutral,1,None of the above,1,,WaltOrr4,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #Gâ€_",,8/6/15 19:36,6.29481E+17,,Eastern Time (US & Canada)
11453,No candidate mentioned,0.4636,yes,0.6809,Neutral,0.6809,None of the above,0.4636,,PigsPutnam,,0,,,Where's #JonStewart when you need him? #GOPDebates,,8/6/15 19:36,6.29481E+17,"Las Vegas, NV",
11459,No candidate mentioned,1,yes,1,Neutral,0.6562,None of the above,1,,legend500,,16,,,RT @rossramsey: Twitter is the transcript of all of us talking to our TV setsâ€_ #gopdebates https://t.co/px9hHatLd8,,8/6/15 19:36,6.29481E+17,"Addison, TX",Mountain Time (US & Canada)
11460,No candidate mentioned,0.4395,yes,0.6629,Neutral,0.6629,None of the above,0.4395,,TheStephGlover,,5,,,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,,8/6/15 19:36,6.29481E+17,Philadelphia,Eastern Time (US & Canada)
11461,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,gloria_dee,,16,,,RT @rossramsey: Twitter is the transcript of all of us talking to our TV setsâ€_ #gopdebates https://t.co/px9hHatLd8,,8/6/15 19:36,6.29481E+17,deetown boogie,Central Time (US & Canada)
11462,No candidate mentioned,1,yes,1,Negative,0.6771,None of the above,1,,SupermanHotMale,,3,,,I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89,,8/6/15 19:36,6.29481E+17,"Cocoa Beach, Florida",Eastern Time (US & Canada)
11464,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,libertywwnf,,1,,,This debate? I know nothing more and probably less about these candidates now than I did this morning :-( #GOPDebates,,8/6/15 19:36,6.29481E+17,"Fort Collins, CO",Mountain Time (US & Canada)
11474,Mike Huckabee,1,yes,1,Negative,0.68,None of the above,1,,Coach_Holloway,,60,,,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,,8/6/15 19:36,6.29481E+17,"Statesboro, GA",Eastern Time (US & Canada)
11476,Chris Christie,1,yes,1,Negative,1,None of the above,1,,valerie_hickey,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:36,6.29481E+17,,
11477,No candidate mentioned,1,yes,1,Positive,0.6744,None of the above,1,,OrginalSangster,,0,,,I appreciate the promo for Straight Outta Compton following the commercial break in the #GOPDebates following the first race question,,8/6/15 19:36,6.29481E+17,Chicago IL,Alaska
11478,No candidate mentioned,1,yes,1,Neutral,0.6322,None of the above,0.6322,,Dr_DrewZC,,0,,,@donlemon @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,,8/6/15 19:36,6.29481E+17,,Eastern Time (US & Canada)
11483,Donald Trump,1,yes,1,Neutral,0.6311,None of the above,0.6311,,StricklandCindy,,94,,,RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates _Ÿ‡º_Ÿ‡¸,,8/6/15 19:36,6.29481E+17,,
11485,No candidate mentioned,1,yes,1,Neutral,0.6569,None of the above,1,,jsn2007,,0,,,Must drink wine before engaging in #GOPDebates haha.,,8/6/15 19:36,6.29481E+17,USA,Eastern Time (US & Canada)
11487,Jeb Bush,1,yes,1,Negative,1,None of the above,0.6897,,seakat330,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:36,6.29481E+17,,
11490,Ted Cruz,1,yes,1,Negative,0.6731,None of the above,1,,TroyFauber,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #Gâ€_",,8/6/15 19:36,6.29481E+17,,
11491,Donald Trump,1,yes,1,Positive,0.7079,None of the above,1,,dudeinchicago,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,,
11493,Donald Trump,0.6522,yes,1,Positive,0.6522,None of the above,1,,marcydw1,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates",,8/6/15 19:35,6.29481E+17,,
11497,Ted Cruz,1,yes,1,Neutral,0.6759,None of the above,1,,EnzoWestie,,0,,,Anyone heard from Ted Cruz lately?  #gopdebates,,8/6/15 19:35,6.29481E+17,"Austin, Texas",Central Time (US & Canada)
11499,Rand Paul,1,yes,1,Negative,1,None of the above,1,,Sorenzeo,,14,,,RT @Popehat: #GOPDebates Paul: I'm talking about getting warrants from judges. Go get a big hug from Obama,,8/6/15 19:35,6.29481E+17,,Central Time (US & Canada)
11500,No candidate mentioned,1,yes,1,Neutral,0.6742,None of the above,0.6742,,TaylorOSoule,,50,,,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,,8/6/15 19:35,6.29481E+17,"Des Moines, IA",Central Time (US & Canada)
11504,Ted Cruz,0.6381,yes,1,Positive,0.6381,None of the above,1,,KorQUAKKA,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #Gâ€_",,8/6/15 19:35,6.29481E+17,"Prov.,RI..*da'LAKE!!*",
11505,Ted Cruz,1,yes,1,Positive,1,None of the above,1,,philly_texan,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates",,8/6/15 19:35,6.29481E+17,"Pennsylvania, USA",
11506,Chris Christie,0.4258,yes,0.6526,Negative,0.6526,None of the above,0.4258,,PatrickOHenryTX,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:35,6.29481E+17,Texas,Central Time (US & Canada)
11507,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,rossramsey,,16,,,Twitter is the transcript of all of us talking to our TV setsâ€_ #gopdebates https://t.co/px9hHatLd8,,8/6/15 19:35,6.29481E+17,Austin,Central Time (US & Canada)
11513,John Kasich,1,yes,1,Neutral,0.6592,None of the above,1,,TheBeatlesRule4,,0,,,Is Kasich actually a republican? #GOPDebates,,8/6/15 19:35,6.29481E+17,,
11514,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,ELlTAAAA,,5,,,RT @RaisedByCulture: Who else got a Straight Outta Compton commercial during #GOPDebates,,8/6/15 19:35,6.29481E+17,Ft. Lauderdale,Eastern Time (US & Canada)
11519,Chris Christie,0.4204,yes,0.6484,Negative,0.6484,None of the above,0.4204,,CountryLife4_Me,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:35,6.29481E+17,America - The Heart of it all,Eastern Time (US & Canada)
11520,Donald Trump,1,yes,1,Positive,0.3333,None of the above,1,,NYACC1978,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,New York,Eastern Time (US & Canada)
11521,Donald Trump,1,yes,1,Positive,0.6629,None of the above,0.6854,,philly_texan,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,"Pennsylvania, USA",
11523,John Kasich,1,yes,1,Positive,0.3558,None of the above,1,,stormyrules,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,8/6/15 19:35,6.29481E+17,Southern Girl in Iowa,Central Time (US & Canada)
11525,Jeb Bush,1,yes,1,Negative,0.64,None of the above,0.7029,,unconcious0,,3,,,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",,8/6/15 19:35,6.29481E+17,some where in Alaska.,
11526,No candidate mentioned,1,yes,1,Negative,0.6667,None of the above,1,,tpwalsh3,,1,,,RT @reelthyme17: Believe it or not I'm not getting any air...  #GOPDebates http://t.co/lIP17r5HNj,,8/6/15 19:35,6.29481E+17,"the Denver, CO",Mountain Time (US & Canada)
11528,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,IamaPOICA,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,,
11530,No candidate mentioned,0.3867,yes,0.6218,Neutral,0.6218,None of the above,0.3867,,emberlivi,,0,,,"So, this Costco Cotes du Roneâ€_give it about 30 minutes to open up. It's a great sipping wine #GOPDebates #ForYourNextParty",,8/6/15 19:35,6.29481E+17,,Eastern Time (US & Canada)
11534,Jeb Bush,1,yes,1,Negative,1,None of the above,0.675,,madeintulsa,,3,,,"RT @PuestoLoco: .@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bâ€_",,8/6/15 19:35,6.29481E+17,"Portland, OR",
11536,Donald Trump,1,yes,1,Neutral,0.6667,None of the above,1,,jimshoe5252,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,now: off the grid in Alaska,
11541,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.6895,,stclairandy,,0,,,"This is like the TV show ""Review"" right?  They have to review obvious topics and fuck them up.  #GOPDebates",,8/6/15 19:35,6.29481E+17,America,
11547,John Kasich,1,yes,1,Positive,0.3371,None of the above,0.6629,,CharleyDai,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,8/6/15 19:35,6.29481E+17,,Eastern Time (US & Canada)
11550,Jeb Bush,1,yes,1,Negative,1,None of the above,1,,kaaaitlyn19,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:35,6.29481E+17,Minnesota,Central Time (US & Canada)
11553,Donald Trump,1,yes,1,Negative,0.6593,None of the above,0.6703,,MarianDClough,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:34,6.29481E+17,Montana,Mountain Time (US & Canada)
11554,No candidate mentioned,1,yes,1,Negative,0.6667,None of the above,1,,secretcabdriver,,4,,,Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,,8/6/15 19:34,6.29481E+17,Vermont,Quito
11555,Rand Paul,0.2428,yes,0.6915,Neutral,0.3511,None of the above,0.4782,,Obama_Biden_13,,0,,,"@NateSilver538 @mikeallen 
And this is from what? I agree with the top 2 but Carson, out bush out, Paul, out! #GOPDebates",,8/6/15 19:34,6.29481E+17,,
11556,Ted Cruz,1,yes,1,Neutral,0.6889,None of the above,1,,CamillaBrieste,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, _Ÿ‡º_Ÿ‡¸ #GOPDebate  #Gâ€_",,8/6/15 19:34,6.29481E+17,People's Republic of CA,Pacific Time (US & Canada)
11558,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,rashid7053,,0,,,They call this a debate? More like festival of regurgitation of lame talking points #GOPDebates,,8/6/15 19:34,6.29481E+17,San Diego,Atlantic Time (Canada)
11560,Ted Cruz,0.3483,yes,1,Negative,0.6866,None of the above,1,,masg66,,11,,,RT @SupermanHotMale: Go back to Canada Asshole #GopDebates http://t.co/rUgCy5JvZQ,,8/6/15 19:34,6.29481E+17,,Central Time (US & Canada)
11561,John Kasich,0.6789,yes,1,Negative,0.6533,None of the above,0.6789,,kykylandry,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,8/6/15 19:34,6.29481E+17,"Guilford, Connecticut  UVM '19",Atlantic Time (Canada)
11562,Donald Trump,1,yes,1,Positive,0.6778,None of the above,0.6778,,ShotGunFloyd,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. _Ÿ‡º_Ÿ‡¸ #GOPDebate  #GOPDebates,,8/6/15 19:34,6.29481E+17,The Moon,
11563,John Kasich,0.4021,yes,0.6341,Positive,0.6341,None of the above,0.4021,,QuantessentialR,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,8/6/15 19:34,6.29481E+17,"Orlando, FL",Eastern Time (US & Canada)
11569,Chris Christie,1,yes,1,Negative,1,None of the above,1,,Survivorx2com,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:34,6.29481E+17,themartinggroup.com,Quito
11572,Chris Christie,1,yes,1,Negative,1,None of the above,1,,gladyslala,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:34,6.29481E+17,LoL Angeles,
11574,John Kasich,1,yes,1,Neutral,0.6593,None of the above,1,,msgoddessrises,,0,,,Make it it's EASY! #Kasich #GOPDebates  https://t.co/SvKjoltIYh,,8/6/15 19:34,6.29481E+17,Viva Las Vegas NV.,Pacific Time (US & Canada)
11580,No candidate mentioned,0.4102,yes,0.6404,Negative,0.6404,None of the above,0.4102,,bjcolangelo,,3,,,RT @_RyanTurek: #GOPDebates brought to you byâ€_ STRAIGHT OUTTA COMPTON.,,8/6/15 19:34,6.29481E+17,CHI/CLE,Central Time (US & Canada)
11581,No candidate mentioned,1,yes,1,Negative,0.6629,None of the above,0.3371,,RaisedByCulture,,5,,,Who else got a Straight Outta Compton commercial during #GOPDebates,,8/6/15 19:34,6.29481E+17,"Buena Park, CA",Pacific Time (US & Canada)
11582,Chris Christie,1,yes,1,Negative,1,None of the above,0.676,,dWheel8321,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. _Ÿ‡º_Ÿ‡¸ #GOPDebates  #GOPDebates,,8/6/15 19:34,6.29481E+17,Arizona,Arizona
